method,dim_embedding,m,std,modality,signal
autoencoder,64,"[0.         0.12710396 0.13578257 0.14574677 0.15091563 0.16321033
 0.17097846 0.16852246 0.17207992 0.17309379 0.17939502 0.18071444
 0.17754865 0.17523972 0.175468   0.1685929  0.17183833 0.16974112
 0.16687605 0.16475951 0.15835544 0.153387   0.1511781  0.15014216
 0.14791987 0.14778515 0.14594313 0.14127937 0.13917267 0.13733404
 0.13378834 0.12997798 0.13006157 0.13155031 0.1284483  0.12709501
 0.1238744  0.12156887 0.11965768 0.11516323 0.11427582 0.11270192
 0.11154245 0.11437601 0.11092607 0.10839761 0.1072932  0.1071966
 0.10474524 0.10274372 0.10363602 0.10524193 0.10244493 0.10126426
 0.10115598 0.10229765 0.09981756 0.09976592 0.09908587 0.0965566
 0.09620065 0.0944383  0.09423044 0.09313268 0.09311393 0.09275668
 0.09285289 0.09128885 0.09083403 0.09419163 0.09093812 0.09080704
 0.09057955 0.09153636 0.09246872 0.09417979 0.09213228 0.09166491
 0.09083448 0.09062942 0.09099611 0.09011313 0.0877907  0.08816772
 0.08961864 0.0900248  0.08802605 0.08709737 0.08645502 0.08507521
 0.08406331 0.08267887 0.08470246 0.08642914 0.08596213 0.08466656
 0.08542087 0.0865183  0.08497544 0.0847049  0.08636841]","[0.         0.34852301 0.33904921 0.3194757  0.29516239 0.29569741
 0.28643342 0.28496111 0.28495864 0.27544788 0.26319513 0.25683949
 0.24486448 0.23661454 0.23024338 0.22001547 0.21223969 0.20237089
 0.19018081 0.18297214 0.17253325 0.17063013 0.16355243 0.15574235
 0.15077156 0.14621238 0.14281017 0.13465265 0.13330981 0.13214257
 0.1268989  0.12088293 0.11869494 0.11549476 0.11210301 0.11125848
 0.1126731  0.11299428 0.11008908 0.10558639 0.10471595 0.1025499
 0.09910883 0.09881861 0.09724425 0.09606388 0.09714312 0.09488143
 0.09499601 0.0933325  0.09472756 0.09436491 0.09321186 0.09096102
 0.09046524 0.08777018 0.08768919 0.08947724 0.08783066 0.08749783
 0.08568351 0.08483083 0.08698646 0.08480897 0.08328162 0.08168229
 0.08116343 0.07813436 0.07587174 0.07782711 0.07875973 0.079635
 0.07734951 0.07908443 0.07880978 0.08161796 0.08275917 0.08092785
 0.08067662 0.08028645 0.07998863 0.07969936 0.07853463 0.07722658
 0.07820536 0.07883983 0.08055382 0.08102399 0.08153044 0.08068076
 0.08001663 0.07905774 0.07778101 0.07654033 0.07505557 0.07398895
 0.07322349 0.07228564 0.0718456  0.07319592 0.07336208]",visual,idle
autoencoder,64,"[0.         0.09948826 0.17888824 0.21329965 0.23942184 0.25743035
 0.26136469 0.27465305 0.29041849 0.30416482 0.32297558 0.3289656
 0.33571523 0.34370173 0.35338394 0.3575689  0.36272927 0.36706008
 0.3661858  0.36094893 0.36605755 0.37070716 0.37021561 0.37482207
 0.37879108 0.37627332 0.37734834 0.38034711 0.37839956 0.38492271
 0.38556473 0.38797641 0.39163824 0.38935342 0.39195721 0.39217538
 0.39153153 0.39459863 0.394374   0.39427666 0.39564919 0.39678173
 0.39850422 0.39890711 0.40111696 0.39990181 0.39919727 0.39856633
 0.39924044 0.39761549 0.39810349 0.3977834  0.39434784 0.39428388
 0.39323346 0.39248924 0.3907017  0.39165018 0.39090021 0.39112947
 0.38792868 0.38841071 0.38766583 0.38713308 0.38592237 0.38593881
 0.3849596  0.38197499 0.38060144 0.37792793 0.3782801  0.37815634
 0.37704281 0.37516942 0.37486159 0.37584912 0.37497645 0.37380433
 0.37328101 0.37328907 0.37207906 0.37076272 0.36805864 0.36803035
 0.36779857 0.36710557 0.36611949 0.36416922 0.36364755 0.36275839
 0.36182894 0.36102939 0.35965918 0.35920699 0.35807369 0.35657538
 0.35478138 0.35339233 0.35199084 0.3501642  0.34859311]","[0.         0.38393438 0.38210678 0.36630533 0.36523294 0.36039477
 0.36092766 0.35559571 0.32719613 0.3173275  0.30882202 0.29130511
 0.27991228 0.2739291  0.26623314 0.2629915  0.26046644 0.25830303
 0.25913557 0.25780438 0.25993524 0.25617406 0.25146112 0.24662199
 0.24550214 0.24697796 0.24581243 0.24284256 0.23967705 0.23260061
 0.23157425 0.22937476 0.22766906 0.22621582 0.22564573 0.22547695
 0.22566389 0.22409018 0.2226141  0.21639643 0.21310608 0.21241526
 0.21123298 0.20941959 0.20627952 0.20706712 0.20543245 0.2031092
 0.20017131 0.19893808 0.19850018 0.19870842 0.19819766 0.19601589
 0.19579352 0.19289934 0.19309464 0.19004797 0.18990402 0.18880589
 0.18741839 0.18587455 0.18514161 0.1840286  0.18342267 0.18133215
 0.17995652 0.17923683 0.17812472 0.17790969 0.17684007 0.17625383
 0.17631267 0.17664755 0.17647319 0.1761565  0.17441098 0.17370144
 0.17454388 0.17298664 0.17316734 0.17160435 0.17196646 0.17060585
 0.16985739 0.17082563 0.17024806 0.16865502 0.16823558 0.16769156
 0.16661966 0.16580717 0.16560005 0.16601385 0.1648371  0.16479336
 0.16536187 0.16567019 0.164409   0.16284117 0.16185213]",auditory,idle
contrastive,128,"[0.         0.07167851 0.08684632 0.10735741 0.13485988 0.15970762
 0.16374296 0.16659472 0.17229403 0.16839478 0.17836507 0.19625593
 0.20324492 0.20544728 0.20672257 0.20788985 0.21996436 0.22471766
 0.22803589 0.23061473 0.23595478 0.24393381 0.24858644 0.25432287
 0.25592701 0.25992827 0.25956365 0.26624076 0.26627979 0.27113315
 0.26940965 0.27135285 0.2714758  0.2750914  0.27305361 0.27511873
 0.27645766 0.2766881  0.27710769 0.27991782 0.28163152 0.28620532
 0.28305611 0.28435327 0.28747259 0.28955944 0.28700957 0.28769636
 0.28885999 0.28893311 0.28814418 0.29085014 0.29135556 0.29319214
 0.29394525 0.29352315 0.29412375 0.2939048  0.29551935 0.29517972
 0.29486145 0.29454889 0.29302592 0.29206064 0.29103463 0.29164755
 0.29171616 0.29257197 0.29338644 0.29412186 0.29382811 0.29425473
 0.29351521 0.29217287 0.29240914 0.29324279 0.29502627 0.29542538
 0.29547878 0.29423423 0.29492211 0.29452049 0.29375555 0.29245847
 0.29065756 0.29001538 0.2892458  0.28835051 0.28925104 0.28953073
 0.28919734 0.28822465 0.28757358 0.28644875 0.28633294 0.28606202
 0.28614057 0.28653997 0.28496353 0.28467425 0.28445803]","[0.         0.29824681 0.32055959 0.32818037 0.3360957  0.3267238
 0.33107915 0.33941063 0.34469974 0.34895736 0.35096135 0.35330899
 0.36054225 0.35724186 0.35571971 0.35174048 0.34996652 0.34620688
 0.34756456 0.34519609 0.34190856 0.33724377 0.33887323 0.33662871
 0.33475662 0.33522632 0.33900264 0.33737986 0.33916476 0.33390105
 0.33474581 0.33247468 0.33141156 0.32721719 0.32869729 0.32740861
 0.32630489 0.32592187 0.3225996  0.31858587 0.31989457 0.31526268
 0.31705497 0.3150239  0.31346565 0.30934653 0.310662   0.30989979
 0.30699351 0.30418331 0.30500566 0.30225394 0.3024462  0.30102708
 0.30071298 0.30183391 0.30075992 0.30081308 0.29953235 0.29660575
 0.2944468  0.29370649 0.29271482 0.29202736 0.2932241  0.29273831
 0.29052381 0.28996307 0.28912284 0.28912899 0.28880663 0.28962609
 0.28867422 0.28858795 0.28731067 0.28645259 0.28370019 0.28172248
 0.2794833  0.27865552 0.27773667 0.27567292 0.27451845 0.27446838
 0.27436186 0.27380983 0.27404525 0.27358523 0.27274453 0.27113391
 0.26907313 0.26908453 0.26836062 0.26851539 0.26710965 0.26408514
 0.26440622 0.26287319 0.26160423 0.2615482  0.26003317]",kinetic,idle
contrastive,128,"[0.         0.06031143 0.08199102 0.09850947 0.12962096 0.14904287
 0.15637667 0.16550849 0.16540751 0.17325801 0.17628465 0.17949325
 0.17760158 0.17910127 0.17472249 0.17746996 0.18335177 0.18641366
 0.18511783 0.19050755 0.18665891 0.18558233 0.19264986 0.19135603
 0.19052507 0.18870818 0.19383411 0.19959225 0.20084998 0.1978963
 0.19733266 0.19220277 0.18899226 0.18830159 0.1891891  0.19272293
 0.19424297 0.19677071 0.19682454 0.19597545 0.19602578 0.19534563
 0.19580518 0.19207355 0.19047551 0.19051597 0.19278884 0.19137624
 0.19152238 0.19179759 0.18787161 0.18928786 0.18574136 0.18678965
 0.1862976  0.18676199 0.18473486 0.18613375 0.18601615 0.18219885
 0.1818597  0.18257297 0.18175314 0.18060978 0.18095783 0.17931042
 0.17847831 0.17685291 0.17720204 0.17547004 0.17432145 0.17412989
 0.17441822 0.17600473 0.17428172 0.17429005 0.17351457 0.17489688
 0.17326284 0.17277693 0.17349057 0.17374632 0.1740191  0.17213794
 0.17109748 0.16969869 0.16842248 0.16855064 0.16993414 0.17051207
 0.1704669  0.1700613  0.17053943 0.16947135 0.16760457 0.16641147
 0.16617222 0.16600538 0.16489541 0.16496045 0.16507251]","[0.         0.3479811  0.35255087 0.36209222 0.35921971 0.35303491
 0.36307913 0.37006239 0.36973178 0.36225124 0.36547468 0.35172348
 0.34244523 0.34604611 0.35217485 0.35372168 0.34618451 0.33740866
 0.33866372 0.34204691 0.34572726 0.34425138 0.3435484  0.34050811
 0.33760886 0.33420841 0.33060364 0.32456435 0.32367546 0.326319
 0.32297026 0.32274534 0.32780302 0.32328264 0.32294437 0.32175273
 0.32112434 0.32001967 0.32014383 0.31976698 0.3186407  0.31688187
 0.31391871 0.315201   0.31357843 0.30925261 0.3113622  0.3103925
 0.31093927 0.30652268 0.30839186 0.30993115 0.31182988 0.3094414
 0.31002779 0.30868407 0.3079256  0.3068851  0.30574894 0.30348127
 0.30064154 0.29756982 0.29644908 0.29416918 0.29261818 0.29149246
 0.29123704 0.29047754 0.28772309 0.2855042  0.28326283 0.28211712
 0.28008255 0.27842636 0.27628101 0.27379869 0.27126365 0.27033858
 0.26938373 0.26770973 0.26687404 0.26666842 0.26500787 0.26599802
 0.26609494 0.26579042 0.26555915 0.26508475 0.26410987 0.26207052
 0.26077919 0.26051312 0.25958903 0.25782548 0.25705922 0.25749429
 0.25568512 0.25495267 0.2545485  0.25355577 0.25225805]",visual,idle
contrastive,128,"[0.         0.00550244 0.02405567 0.02999781 0.02830784 0.02136829
 0.03787884 0.03142873 0.04496105 0.05420162 0.06379519 0.06542832
 0.07714557 0.08218358 0.07756908 0.07435738 0.07737008 0.07979697
 0.07375236 0.06637397 0.06221548 0.05989618 0.05744547 0.06647121
 0.0737397  0.0768539  0.07455975 0.0768656  0.07403928 0.07133219
 0.063356   0.0636222  0.05580491 0.05304901 0.05209251 0.05554373
 0.05499948 0.0509312  0.0569308  0.05552666 0.0564758  0.05682565
 0.05700401 0.05528561 0.05590825 0.05872979 0.05845419 0.05705051
 0.05640705 0.05594666 0.05314561 0.05438474 0.05390188 0.04744307
 0.04790206 0.04782232 0.05026023 0.05024587 0.05048733 0.04894738
 0.04925921 0.04888073 0.04671794 0.04405873 0.0462712  0.04590709
 0.04906703 0.04709992 0.04914459 0.05121062 0.04861164 0.04762717
 0.04905275 0.04791126 0.04717082 0.0442578  0.04554909 0.04648014
 0.04700261 0.04590031 0.04825002 0.05067496 0.05176941 0.05297178
 0.05468243 0.0516332  0.05392681 0.05092343 0.05311245 0.052763
 0.0533252  0.05291813 0.05457333 0.05511345 0.05374219 0.05217764
 0.05305912 0.05359757 0.05287975 0.05211526 0.05049646]","[0.         0.19558588 0.23548659 0.26882    0.29501798 0.3150246
 0.33330015 0.34501497 0.34945317 0.36766856 0.38491278 0.40019785
 0.40409962 0.40968384 0.41309129 0.42018358 0.43048581 0.4400068
 0.44805659 0.45531096 0.45660351 0.46454999 0.464842   0.46999125
 0.46656436 0.46923347 0.47299167 0.47045803 0.46994633 0.47202376
 0.47935305 0.48539755 0.48494437 0.49008094 0.48940204 0.49010014
 0.48701977 0.48688547 0.48424264 0.48786416 0.49069921 0.4918371
 0.49372209 0.49584441 0.49670206 0.49702862 0.49436243 0.49667065
 0.49174129 0.48984548 0.48971175 0.48972186 0.49197966 0.49345739
 0.49359691 0.49516041 0.49382682 0.49449545 0.49429162 0.49622342
 0.4952017  0.49507603 0.49484424 0.49465925 0.497092   0.49624063
 0.49615859 0.49834914 0.49791092 0.49796053 0.5019843  0.50021713
 0.49995971 0.49897618 0.49780334 0.49917254 0.4969549  0.49712349
 0.49868231 0.49933142 0.49696768 0.49642596 0.49964295 0.50014875
 0.50108853 0.50295512 0.50259151 0.5039836  0.50395218 0.50395748
 0.50213928 0.50445268 0.50304358 0.50234    0.5009288  0.49853307
 0.49829738 0.49910803 0.4994409  0.49891384 0.49837908]",auditory,idle
contrastive+autoencoder,128,"[0.         0.09499488 0.13592123 0.16057021 0.17005251 0.18755356
 0.20811965 0.21858976 0.22765188 0.23760584 0.24487143 0.24646621
 0.24968495 0.25010012 0.25572833 0.25863033 0.26119049 0.26587322
 0.27124562 0.27369887 0.27282448 0.27432553 0.27811702 0.28063291
 0.28057668 0.28419781 0.28509558 0.28415648 0.28483286 0.28429717
 0.28322362 0.28435437 0.28361489 0.2838238  0.28315078 0.28300493
 0.2788294  0.27944097 0.28045569 0.28002368 0.27870251 0.27867845
 0.27636721 0.27632239 0.2775983  0.27693247 0.2776148  0.27672961
 0.27750266 0.2756293  0.27452029 0.2741604  0.27548325 0.27436635
 0.2734073  0.27285999 0.27137666 0.27038119 0.27046434 0.2710501
 0.27067558 0.2703488  0.26930773 0.26857592 0.26762072 0.26769463
 0.26787064 0.26803696 0.26816013 0.26772564 0.26624508 0.26684697
 0.26574862 0.26382938 0.26260437 0.26090585 0.26042731 0.25928427
 0.25829521 0.25721632 0.25646607 0.25680439 0.25648584 0.25617078
 0.25620723 0.2553848  0.25464596 0.25437187 0.25346241 0.2528265
 0.25303928 0.25296582 0.25177071 0.25141203 0.25011447 0.25001436
 0.24893472 0.24806022 0.24734941 0.24605184 0.24579892]","[0.         0.21134353 0.23813419 0.25583344 0.25410283 0.25825028
 0.25717858 0.25527458 0.25228149 0.24475858 0.24028131 0.24204013
 0.24323599 0.24107292 0.24121298 0.24074975 0.24042879 0.23791521
 0.23940622 0.24208254 0.24288047 0.24406016 0.24281873 0.24241693
 0.24082313 0.24107567 0.23989862 0.24155824 0.23818409 0.24045827
 0.24457567 0.24653531 0.24793676 0.24775427 0.24796498 0.25028435
 0.25129589 0.2506975  0.2498162  0.2474705  0.24815576 0.24861393
 0.24923474 0.24881366 0.24899772 0.25002921 0.25000309 0.25015221
 0.24891613 0.24779903 0.24841433 0.24849495 0.24665294 0.24538061
 0.24526265 0.24477092 0.24473334 0.24537438 0.24574385 0.24564642
 0.24588743 0.24470671 0.24403497 0.24431944 0.24435845 0.24361539
 0.24235661 0.24182086 0.24144497 0.24053503 0.23987559 0.23842801
 0.23757247 0.23776667 0.23608961 0.23618811 0.23575973 0.23577994
 0.23576905 0.23522279 0.23496019 0.23400173 0.23367867 0.23333247
 0.23181853 0.23104097 0.23049337 0.22936524 0.22812331 0.22843532
 0.22667747 0.22601502 0.22496598 0.22493121 0.22347233 0.22319502
 0.22216938 0.2220771  0.22101907 0.22064112 0.2202941 ]",kinetic,idle
contrastive+autoencoder,128,"[0.         0.09157457 0.14632686 0.16888024 0.18131307 0.20839754
 0.23237169 0.24925368 0.27262692 0.27724671 0.28460161 0.29436982
 0.29963065 0.31698463 0.32493978 0.33253505 0.34034189 0.33980449
 0.34719331 0.35324028 0.35699366 0.36128316 0.36233391 0.3691899
 0.3709971  0.3787156  0.38364857 0.38502966 0.38635838 0.38894338
 0.38658648 0.39003319 0.3908863  0.39240181 0.39111084 0.39243839
 0.39264443 0.39211615 0.39346374 0.39683034 0.39796706 0.39976423
 0.40327543 0.4029214  0.40396867 0.40725988 0.40711902 0.40705738
 0.40852807 0.40981109 0.41142625 0.41225529 0.4105387  0.41244548
 0.41264711 0.40989887 0.40884821 0.40788299 0.40654769 0.40697478
 0.40477471 0.40471024 0.40367403 0.40233119 0.40064881 0.40049046
 0.39949707 0.39918922 0.39862389 0.39889883 0.39746606 0.3967261
 0.39616429 0.39644485 0.39586846 0.39546314 0.39482828 0.39470888
 0.39462811 0.39427533 0.39429405 0.39285916 0.39316569 0.3913898
 0.39094768 0.38963714 0.38769729 0.38650731 0.3852822  0.38370547
 0.38117379 0.38063135 0.37966172 0.37854478 0.37767807 0.37686022
 0.3761402  0.37395317 0.37275356 0.37124573 0.37043324]","[0.         0.27955394 0.29964514 0.30323709 0.29165457 0.28173998
 0.28223367 0.28006402 0.28168959 0.2777139  0.2749509  0.26376979
 0.26196069 0.25290359 0.24843033 0.24542052 0.24492565 0.24353751
 0.23880713 0.23775724 0.23863015 0.23570124 0.23328141 0.23012377
 0.22462042 0.22106698 0.2197899  0.21530357 0.21266311 0.20957042
 0.20459794 0.2015583  0.20157733 0.19944872 0.19673321 0.19556512
 0.19432602 0.19249974 0.18898753 0.18398589 0.18122573 0.17807699
 0.17278026 0.1730155  0.17266134 0.17126077 0.16936146 0.16926328
 0.16852237 0.16620187 0.16549494 0.16383294 0.16093125 0.15898067
 0.15947158 0.1587139  0.15940965 0.15741765 0.15520877 0.1525414
 0.153076   0.15189841 0.1516735  0.15214989 0.15027504 0.1489791
 0.14906662 0.14986516 0.15024071 0.15017127 0.15069466 0.14969071
 0.14981268 0.148539   0.14827891 0.14754703 0.14544708 0.14526719
 0.14562654 0.14495556 0.14541411 0.1449907  0.14489349 0.14470904
 0.1426284  0.14269587 0.14410021 0.14469621 0.14275125 0.14135501
 0.14192967 0.14093425 0.14026743 0.13931044 0.13929296 0.13835823
 0.13792304 0.13762424 0.13773156 0.13755815 0.13688917]",visual,idle
contrastive+autoencoder,128,"[0.         0.01329242 0.02781302 0.02715173 0.04188778 0.04984263
 0.06442993 0.06521288 0.06950987 0.07014078 0.07479522 0.08091307
 0.07540174 0.08435261 0.09136427 0.08892943 0.09038212 0.09427153
 0.09164632 0.0950222  0.09341864 0.09579228 0.09717455 0.09897717
 0.10209588 0.10021886 0.09605096 0.09448268 0.09525092 0.09943694
 0.09820799 0.09723003 0.09772538 0.0978927  0.09448101 0.09562399
 0.09592575 0.0999255  0.09871664 0.0978197  0.09710859 0.09702186
 0.09436712 0.09260245 0.09482834 0.09786053 0.09681267 0.09356059
 0.09417635 0.09545094 0.0982454  0.09923418 0.09874414 0.09775735
 0.09663994 0.09634375 0.09574904 0.09614252 0.09337568 0.09253505
 0.09277043 0.09289777 0.09612048 0.09625555 0.09804136 0.09809906
 0.09776259 0.09527137 0.09537117 0.09465566 0.09307801 0.09376592
 0.09354844 0.09335891 0.09535905 0.09701737 0.09685087 0.09690304
 0.09746976 0.09847881 0.09726634 0.09549586 0.095582   0.09604024
 0.09604197 0.095526   0.09710982 0.09564589 0.09615758 0.09484829
 0.09368448 0.09386291 0.09556073 0.0941783  0.09331625 0.09257998
 0.09129374 0.09164027 0.09180507 0.09170921 0.09136932]","[0.         0.16362351 0.20638181 0.23672648 0.26258829 0.28133353
 0.29101197 0.30196271 0.31553539 0.3235149  0.33248382 0.34005613
 0.348796   0.34846657 0.35185724 0.35473912 0.35592477 0.36257888
 0.36618511 0.36952737 0.36906886 0.37409263 0.37728925 0.37461035
 0.37474747 0.37857783 0.38197111 0.38237078 0.3854782  0.38385692
 0.38436779 0.3836784  0.38697344 0.38769058 0.39296878 0.39328483
 0.39414375 0.39404871 0.39408373 0.39372521 0.39253428 0.39310545
 0.39665372 0.39768388 0.39693578 0.39703674 0.39832196 0.3994581
 0.39983123 0.39983642 0.39859567 0.3997387  0.39891923 0.39688361
 0.39688099 0.39735325 0.39740742 0.39830574 0.39782092 0.39828414
 0.39858921 0.39758609 0.39628198 0.39666158 0.39536659 0.39391001
 0.39548352 0.39508011 0.39454741 0.39490318 0.39550402 0.39562598
 0.39528057 0.39624218 0.39629175 0.39709024 0.39665587 0.39768359
 0.39754481 0.39655099 0.3970679  0.39773014 0.39739758 0.39825101
 0.39770896 0.39968569 0.39836472 0.39876755 0.39837705 0.39934915
 0.39995539 0.40119834 0.40210872 0.40276215 0.40354353 0.40433726
 0.40505987 0.40558993 0.40556347 0.40572002 0.40569751]",auditory,idle
contrastive+VAE,128,"[0.         0.00518825 0.0528964  0.08088656 0.11807277 0.15305612
 0.19600609 0.21163778 0.22223967 0.22399047 0.22169505 0.23629166
 0.24306938 0.2467728  0.24769868 0.2450473  0.2476472  0.25035814
 0.25651883 0.26510443 0.26498668 0.26614522 0.26707725 0.26564071
 0.2762586  0.27881963 0.2776212  0.29032589 0.29958182 0.29738141
 0.29891261 0.30347684 0.3020332  0.30901562 0.31166517 0.30839901
 0.30771077 0.30153817 0.31019383 0.30071675 0.30658052 0.31553082
 0.31386342 0.3180616  0.32455375 0.32716503 0.33071998 0.33367346
 0.33325714 0.33021496 0.33036224 0.33405558 0.34175646 0.34114712
 0.3435754  0.34950348 0.35340331 0.34798772 0.34923672 0.348981
 0.35245473 0.35506293 0.35364777 0.35638416 0.36056405 0.36392331
 0.36180276 0.36520637 0.36350905 0.36226746 0.36558403 0.36382668
 0.35794659 0.35859378 0.3607817  0.3601487  0.35987168 0.36193186
 0.36256018 0.36211644 0.36048895 0.35918705 0.35754912 0.35948245
 0.36144614 0.36262007 0.35965748 0.35869321 0.35921413 0.36011513
 0.3581678  0.35845617 0.35696081 0.35585894 0.35412289 0.3526484
 0.35571605 0.3553843  0.35565436 0.35396153 0.35611678]","[0.         0.3253481  0.3964615  0.42765343 0.45702063 0.47326228
 0.48581006 0.49977283 0.51225832 0.52023767 0.52950802 0.53007156
 0.53500561 0.52900771 0.52162574 0.52191447 0.51994937 0.51888383
 0.51887173 0.5213871  0.5299512  0.52773075 0.53403266 0.53015072
 0.53311862 0.5333994  0.54014165 0.53404591 0.52437784 0.52754572
 0.52913341 0.5259686  0.52842531 0.52507638 0.52102911 0.52051775
 0.5258817  0.52671668 0.52329572 0.53093398 0.53073535 0.52404559
 0.5245134  0.52314441 0.51902445 0.52000595 0.51625016 0.5148778
 0.51187757 0.51423768 0.51043058 0.50867422 0.5077633  0.50599336
 0.50477839 0.50143682 0.49691887 0.4989239  0.49641636 0.49594823
 0.49343862 0.49198362 0.49520448 0.49434419 0.49311504 0.49151743
 0.49091358 0.4880238  0.49017138 0.48945941 0.48864609 0.4903842
 0.49099841 0.48994535 0.48886191 0.48750868 0.48595402 0.4848684
 0.48405207 0.4842043  0.48435733 0.48462789 0.48470835 0.48416056
 0.48437585 0.48508263 0.48440961 0.48394374 0.48352863 0.48357506
 0.48479966 0.4838888  0.48373836 0.48354839 0.48338753 0.48251335
 0.48058533 0.47929985 0.47826353 0.47777644 0.4752407 ]",kinetic,idle
contrastive+VAE,128,"[ 0.         -0.01693017 -0.010968   -0.0054223  -0.004243    0.00232352
  0.0070035   0.0092501   0.01209542  0.02164231  0.02860646  0.03210383
  0.03570933  0.04164011  0.04717996  0.05105183  0.05475382  0.05867525
  0.06310582  0.06811691  0.07166048  0.0712624   0.07155143  0.07515684
  0.07870344  0.08242702  0.08172079  0.08586736  0.09152312  0.09368733
  0.09491894  0.0940594   0.09778791  0.0970096   0.10062754  0.10129265
  0.10009744  0.10271864  0.10320094  0.10525828  0.10333201  0.10534579
  0.10598433  0.10843264  0.10788914  0.1091464   0.10842291  0.1094698
  0.11239871  0.1139596   0.11590935  0.11707135  0.11717797  0.11805878
  0.11912735  0.12118763  0.12306059  0.12523951  0.12709866  0.12739825
  0.12817875  0.12944043  0.13139662  0.13351574  0.13469644  0.13495198
  0.13645061  0.13711727  0.13785173  0.13809704  0.14156655  0.14193278
  0.14436763  0.14365247  0.14417684  0.14187914  0.14279762  0.14406558
  0.1430759   0.14200024  0.14213259  0.14232806  0.14399053  0.14478994
  0.14653499  0.1488961   0.15015547  0.15100784  0.15129099  0.15202982
  0.15133403  0.15320577  0.15364686  0.15342745  0.15435657  0.15516706
  0.15637759  0.15771959  0.15914984  0.15953273  0.15906571]","[0.         0.07414209 0.0873879  0.09456542 0.10054611 0.11043988
 0.12297394 0.1355565  0.14660644 0.16021622 0.16919093 0.17703478
 0.18313691 0.1931299  0.19777013 0.20482369 0.20954859 0.21045754
 0.21765794 0.22458856 0.23144899 0.2368302  0.24007987 0.2489888
 0.25210873 0.25570318 0.25793753 0.26115833 0.26321611 0.26490822
 0.26931695 0.27278107 0.27452713 0.27863758 0.2824093  0.28166661
 0.28513821 0.2858239  0.28716061 0.28888486 0.29292412 0.29563034
 0.29573305 0.29729304 0.29847182 0.29976283 0.3020708  0.30335177
 0.30353993 0.30553983 0.30779693 0.30993681 0.31067897 0.31149977
 0.31207288 0.31215586 0.31227366 0.31206825 0.31311637 0.31382494
 0.31401952 0.31649666 0.31661542 0.31566914 0.31593386 0.31644829
 0.31721205 0.31814032 0.31826784 0.31840035 0.31724879 0.31785956
 0.31838169 0.31908399 0.31875161 0.32039911 0.32077656 0.32097142
 0.32150358 0.32264115 0.32393242 0.32589233 0.32652409 0.3268275
 0.32599353 0.32635842 0.325536   0.3251621  0.32615852 0.32648748
 0.32694012 0.32618986 0.3260115  0.32613882 0.32570548 0.32655643
 0.3250547  0.3255893  0.32480777 0.32484469 0.32524276]",visual,idle
contrastive+VAE,128,"[ 0.         -0.0279632  -0.0250094  -0.01947988 -0.01604043 -0.01115707
 -0.00592825 -0.00131601  0.00445031  0.01038868  0.01749336  0.02229311
  0.02745217  0.03191169  0.03537067  0.0374701   0.04307516  0.04836455
  0.05368032  0.05764689  0.06300166  0.06682939  0.07043956  0.07796993
  0.0809044   0.08452364  0.08709112  0.09338739  0.09932663  0.10293641
  0.10587511  0.1085319   0.11292716  0.11816569  0.12014013  0.12391933
  0.12580807  0.12960808  0.13408287  0.1388868   0.14279167  0.14606182
  0.14803277  0.14947482  0.15346587  0.15772878  0.16140336  0.16355352
  0.16663192  0.17069937  0.17398283  0.17726535  0.17962982  0.18173672
  0.18241226  0.18568136  0.18799862  0.19058979  0.19513689  0.19692911
  0.19861448  0.20139051  0.20382507  0.20549194  0.20806934  0.20992161
  0.21125484  0.21300655  0.21507304  0.21897321  0.21877791  0.22132942
  0.22445119  0.22573776  0.22833297  0.23016256  0.2323065   0.23436009
  0.2360521   0.23796332  0.23985454  0.24176051  0.2415221   0.24367211
  0.24582472  0.24852589  0.24948041  0.25030373  0.25153867  0.25406654
  0.25525565  0.25744921  0.25896343  0.25864744  0.25983838  0.2611639
  0.26256245  0.26222449  0.26369557  0.26543208  0.2665558 ]","[0.         0.06907859 0.06977196 0.07280134 0.07360623 0.07404435
 0.07637632 0.07948446 0.08085587 0.08672196 0.09235905 0.09535871
 0.10106061 0.10313869 0.10447962 0.10726267 0.11332957 0.11697275
 0.12089039 0.12693523 0.13026227 0.13368705 0.13773475 0.14298012
 0.14457968 0.14685567 0.14927834 0.1527027  0.15661093 0.16197337
 0.16260809 0.16489978 0.16968345 0.17549709 0.17940099 0.18362036
 0.18697799 0.1916022  0.19212379 0.19617904 0.19996403 0.20271379
 0.20651307 0.20866857 0.2108151  0.21169115 0.21334474 0.21542959
 0.21974716 0.22183624 0.22334523 0.2246396  0.22536576 0.22687051
 0.22777516 0.23138888 0.23155013 0.23405182 0.23716244 0.23965877
 0.24081791 0.24300939 0.24608812 0.24911682 0.25196094 0.25301773
 0.25384285 0.25449305 0.25628725 0.25759097 0.25970195 0.2616324
 0.26283713 0.26389983 0.26480359 0.26658199 0.26762647 0.2686739
 0.27028359 0.27106577 0.27253632 0.27283451 0.27347588 0.27403465
 0.27577306 0.27807032 0.27957143 0.2792862  0.27990572 0.28149881
 0.28371084 0.28514148 0.28663833 0.28782705 0.28827142 0.28922191
 0.29098699 0.29228353 0.29252523 0.29345505 0.29445662]",auditory,idle
