method,dim_embedding,m,std,modality,signal
contrastive+autoencoder,64,"[0.         0.10391704 0.14582772 0.17373207 0.19909581 0.21950638
 0.23734407 0.24478485 0.25303816 0.26929747 0.28104975 0.27956455
 0.29104794 0.29863183 0.31102018 0.31431045 0.31656803 0.31571082
 0.31637986 0.32743975 0.33417712 0.34022928 0.34665725 0.35064711
 0.35234683 0.35416124 0.35372536 0.3532772  0.3564833  0.36039031
 0.36211368 0.36138994 0.36144458 0.3604691  0.36097133 0.36215733
 0.3631763  0.36620702 0.36514257 0.36593087 0.36712257 0.36853865
 0.36992449 0.37129697 0.37136576 0.3713941  0.3734376  0.37204431
 0.37298139 0.37400012 0.37594862 0.37722249 0.37866361 0.37825343
 0.37712604 0.37664983 0.3756392  0.37518184 0.3742716  0.37375303
 0.37420968 0.37416919 0.37362272 0.37323722 0.37439309 0.37516031
 0.37516015 0.37448564 0.37471582 0.37357937 0.37191309 0.37161855
 0.37209851 0.37168078 0.37160935 0.37169902 0.37050073 0.36974365
 0.36903052 0.36819358 0.36741667 0.36719393 0.366225   0.36543357
 0.36435118 0.36348395 0.36273851 0.36221285 0.3615648  0.36041511
 0.36008132 0.35957052 0.35841213 0.3578004  0.35709828 0.35668788
 0.35614199 0.35597971 0.35490591 0.35363557 0.35322542]","[0.         0.23534257 0.27373474 0.28671632 0.28335399 0.28863775
 0.27570994 0.26495612 0.26017537 0.25459182 0.24510413 0.24738982
 0.24265137 0.23454569 0.22476994 0.21987016 0.21591023 0.20819679
 0.20888893 0.200529   0.19869099 0.19482755 0.19572379 0.19899793
 0.19360007 0.19104269 0.1911474  0.19026829 0.18816505 0.1871245
 0.18546867 0.18577198 0.18581222 0.18628994 0.18643597 0.18506018
 0.18314589 0.18275485 0.18341302 0.18272746 0.17684767 0.17355296
 0.17299178 0.17168033 0.17073215 0.17077    0.16839987 0.16817154
 0.16593481 0.16341497 0.1627579  0.16091975 0.1579067  0.15826267
 0.15662301 0.15635458 0.15799282 0.15703845 0.15724198 0.15615606
 0.15556398 0.15490555 0.15585571 0.1553295  0.15423766 0.15503083
 0.1547627  0.15508812 0.15444793 0.15405306 0.15383655 0.15319973
 0.15256205 0.15263155 0.15251419 0.15247165 0.1532124  0.153437
 0.15281785 0.152938   0.15348262 0.15280658 0.15296792 0.15319033
 0.15369175 0.15373179 0.15349267 0.15331267 0.1535529  0.15404115
 0.15394787 0.15403767 0.15461401 0.15510979 0.15425642 0.15425051
 0.15428106 0.1543082  0.15398361 0.15401652 0.1545461 ]",kinetic,idle
contrastive+autoencoder,64,"[0.         0.08539133 0.13146746 0.15588816 0.17540648 0.18639695
 0.20634063 0.21205225 0.22390133 0.24087928 0.24507021 0.24831391
 0.25170195 0.25622415 0.25440223 0.25849712 0.26143662 0.26660355
 0.26957855 0.27570139 0.28049788 0.28431567 0.28633622 0.2828281
 0.29223481 0.29765474 0.30050661 0.29973086 0.30305606 0.30115
 0.30853913 0.30863755 0.30940301 0.31273467 0.31210052 0.31519948
 0.3164969  0.31579272 0.31963399 0.31832305 0.31907901 0.32142913
 0.32184705 0.32338979 0.32201455 0.32421829 0.32579352 0.32687735
 0.32879681 0.32817613 0.33062437 0.3316698  0.33289061 0.33378108
 0.33697474 0.33626786 0.33780782 0.33911265 0.33910856 0.3392624
 0.33846054 0.34001774 0.34135256 0.34064412 0.34011685 0.3395536
 0.34191556 0.34196386 0.34225315 0.34364653 0.34338931 0.34162799
 0.34265266 0.34340109 0.34576532 0.34487846 0.34441724 0.34456047
 0.34396964 0.34232205 0.34106574 0.34005111 0.33963795 0.34160481
 0.34247839 0.34241294 0.34151207 0.34023371 0.33858323 0.33788288
 0.33739104 0.33603268 0.33571659 0.33408776 0.3330682  0.33274108
 0.33089332 0.33061399 0.3300298  0.32964016 0.32965486]","[0.         0.35038571 0.36470105 0.35782118 0.34268336 0.34116614
 0.33810453 0.32686529 0.31646602 0.30139953 0.30691663 0.3059378
 0.30417112 0.29663766 0.29705544 0.29783277 0.29473847 0.28471365
 0.283855   0.27607778 0.2775251  0.27557309 0.27626261 0.27761359
 0.27491618 0.26800688 0.2675787  0.26599847 0.2610192  0.25744247
 0.25290877 0.25186666 0.24722352 0.24174537 0.23965667 0.24005532
 0.23844649 0.23775637 0.2313595  0.22451243 0.22378353 0.22007944
 0.21610481 0.21521354 0.21379942 0.21151144 0.21211318 0.21094037
 0.20748857 0.20748301 0.20384642 0.20060026 0.19859916 0.19932446
 0.19596345 0.1975796  0.19353622 0.193112   0.19231698 0.192063
 0.19042654 0.18891999 0.18867352 0.18761845 0.186896   0.18738416
 0.18473287 0.18304327 0.18156043 0.18063234 0.17919905 0.1795618
 0.17820133 0.17885012 0.17625407 0.1754906  0.17469047 0.1728897
 0.17231561 0.17109877 0.17190372 0.17153485 0.16938947 0.16927524
 0.16828198 0.16701295 0.16618959 0.16417098 0.16384476 0.16214221
 0.16156125 0.1617757  0.16214579 0.1615886  0.1603546  0.15911997
 0.1593209  0.15895365 0.15861798 0.15885758 0.15754487]",visual,idle
contrastive+autoencoder,64,"[0.         0.05095463 0.06600491 0.08782418 0.10469484 0.10157617
 0.10657476 0.100507   0.09453441 0.09927996 0.0804685  0.08635573
 0.08959346 0.07912596 0.08666114 0.08913977 0.09368223 0.09812858
 0.09986225 0.09285759 0.08825201 0.09596092 0.0933928  0.09172097
 0.09286961 0.0933997  0.09474068 0.09350188 0.09517782 0.09611409
 0.09419913 0.09769891 0.09617888 0.09671828 0.10117794 0.09802668
 0.09513497 0.09812995 0.09292499 0.09027868 0.08804783 0.0858796
 0.08292504 0.08344414 0.08576055 0.08052746 0.08292008 0.081503
 0.07932934 0.07430859 0.07534329 0.07187826 0.07142013 0.07275471
 0.07310927 0.07281597 0.07274391 0.0748513  0.07818335 0.07645809
 0.07359321 0.07376016 0.07525916 0.07306534 0.0756498  0.07667126
 0.07962635 0.07830716 0.07773095 0.07890762 0.07533094 0.07488855
 0.07116798 0.07108979 0.07112552 0.06955089 0.07092552 0.0729027
 0.07292107 0.07052386 0.07003971 0.0697643  0.06717969 0.06809146
 0.06754634 0.06660382 0.0670301  0.06568578 0.0652908  0.06599684
 0.06439592 0.06403842 0.06373869 0.06407519 0.06434432 0.06478637
 0.06556453 0.06463453 0.06385104 0.06206016 0.06316538]","[0.         0.28116845 0.33376171 0.35695713 0.39401845 0.39917656
 0.41652333 0.40962462 0.42917732 0.4339537  0.44475316 0.4531114
 0.45657481 0.4513279  0.45657311 0.45337062 0.45910309 0.46124789
 0.45939644 0.46324571 0.46678746 0.46390393 0.46561122 0.4679609
 0.46773051 0.47456009 0.4722171  0.46700107 0.4619369  0.45883942
 0.4579902  0.4594884  0.46049839 0.4593902  0.45978045 0.45862247
 0.45842042 0.46057875 0.46063903 0.46346871 0.46420681 0.46426172
 0.4643768  0.46266463 0.46108475 0.4578386  0.45790413 0.45981462
 0.4617532  0.46096047 0.45985866 0.45757248 0.45810694 0.45793911
 0.46038165 0.45809818 0.45703687 0.45964432 0.45917491 0.45940739
 0.45797178 0.45666506 0.45925894 0.45899071 0.45848146 0.45765174
 0.45789623 0.45749181 0.45581487 0.45473054 0.45291377 0.45229404
 0.4514178  0.45011258 0.45317676 0.45452869 0.4537226  0.45221647
 0.451872   0.45285874 0.45208259 0.45272332 0.45260645 0.45144696
 0.45057523 0.45088959 0.4501887  0.45187536 0.45089515 0.45043172
 0.44960854 0.4503397  0.44825327 0.44696859 0.44541797 0.44536867
 0.44544568 0.44505466 0.44533604 0.444656   0.44399842]",auditory,idle
contrastive+VAE,64,"[0.         0.10013474 0.13435626 0.17725343 0.20216561 0.22066409
 0.2426732  0.26437962 0.29244373 0.29565066 0.30400525 0.31623423
 0.32664658 0.32475383 0.32564894 0.32446315 0.33602016 0.33690027
 0.34359809 0.34939763 0.34748825 0.34384921 0.34852595 0.35244806
 0.35309447 0.36299598 0.36345332 0.37013386 0.37315257 0.37135592
 0.36379001 0.37174714 0.37146647 0.37040255 0.37648661 0.38848658
 0.39884508 0.3966634  0.38971575 0.39430005 0.39455802 0.39991846
 0.4056527  0.40213353 0.41029561 0.40904069 0.41003193 0.40920106
 0.40912053 0.40412006 0.40606438 0.41046633 0.41404564 0.41293403
 0.41405575 0.41704079 0.42144587 0.42062774 0.41761271 0.41680128
 0.41827423 0.4220294  0.42267262 0.42468082 0.43002815 0.43122712
 0.43601287 0.43353964 0.43313989 0.43228302 0.43350374 0.43672553
 0.4333401  0.43203927 0.42942367 0.43330163 0.43265805 0.43308771
 0.43341934 0.43564999 0.43318866 0.43336804 0.42850365 0.42508682
 0.42540007 0.42564424 0.42309885 0.42551446 0.43058386 0.42829963
 0.4256052  0.42711991 0.42278774 0.42001092 0.41852301 0.4193097
 0.41966867 0.41739457 0.41641662 0.42217674 0.42323313]","[0.         0.33049414 0.40191704 0.4375757  0.46522212 0.47975867
 0.50014046 0.50258284 0.51788359 0.52824508 0.5389657  0.54949268
 0.54347259 0.54992864 0.56394358 0.57128261 0.57166132 0.58460769
 0.58773862 0.58455619 0.59203927 0.60199948 0.60393773 0.6072818
 0.61067166 0.60807435 0.60538122 0.6061539  0.60850626 0.61350325
 0.61831439 0.61542951 0.61608113 0.61982021 0.61515717 0.61079956
 0.61063359 0.60560539 0.60977667 0.61389879 0.60922883 0.60609724
 0.60009988 0.60620434 0.60182858 0.5996349  0.60069984 0.60178188
 0.60446089 0.60545372 0.60631425 0.60505132 0.6050534  0.60631267
 0.60492035 0.60205688 0.59755977 0.59755532 0.59857301 0.60016578
 0.60603943 0.60346172 0.59598311 0.59354292 0.58983323 0.58814605
 0.58651403 0.58740095 0.58824476 0.58589666 0.5844223  0.58322316
 0.5822232  0.58056542 0.58159848 0.57943594 0.57875829 0.57590782
 0.57543236 0.57543587 0.57719225 0.5787918  0.57957559 0.57968674
 0.57898368 0.57693304 0.5768262  0.57688491 0.57121383 0.57047374
 0.56964974 0.56911137 0.57292653 0.57564822 0.57686295 0.57861534
 0.57936789 0.57938815 0.57759526 0.57654285 0.57514967]",kinetic,idle
contrastive+VAE,64,"[ 0.         -0.04759877 -0.03393883 -0.02101346 -0.01048989 -0.0015613
  0.00829357  0.01869742  0.0303699   0.040233    0.04994204  0.05336268
  0.06175049  0.06776759  0.07466385  0.08186695  0.08957124  0.09114869
  0.09796212  0.10651143  0.10824273  0.10939223  0.11166394  0.11554402
  0.11649588  0.11736554  0.12179374  0.12716979  0.1333385   0.13634673
  0.13977054  0.14434493  0.14980832  0.15208509  0.15395322  0.15889289
  0.16354707  0.16598028  0.17059296  0.17392534  0.17470321  0.1789589
  0.17966422  0.18299085  0.18307038  0.18410191  0.1873957   0.18861664
  0.1903199   0.1936677   0.19432736  0.19743735  0.1981126   0.19967989
  0.19922193  0.20105608  0.20579354  0.20746295  0.21051421  0.21315624
  0.21443772  0.21495008  0.21740173  0.21638693  0.21804591  0.21999426
  0.22213955  0.22204761  0.22219276  0.22346766  0.22529078  0.22772277
  0.23118555  0.23372219  0.23519037  0.23805492  0.24227081  0.24492557
  0.24674545  0.24735725  0.24685363  0.24958286  0.25073473  0.2503261
  0.251182    0.25054825  0.25217317  0.25354617  0.25552133  0.25568823
  0.25599269  0.25533697  0.25546824  0.25675116  0.25713533  0.25673857
  0.2584354   0.26005613  0.26125817  0.26271974  0.26269629]","[0.         0.1863708  0.19756329 0.21594917 0.23226325 0.24492755
 0.25539741 0.2640885  0.27786655 0.28712416 0.29620189 0.30115273
 0.30706747 0.30997828 0.31269481 0.31829345 0.32701559 0.33203375
 0.33758244 0.34202418 0.34695174 0.35029239 0.35446919 0.35708816
 0.36044906 0.36457652 0.36767256 0.37326644 0.37504516 0.37594112
 0.3750223  0.37616701 0.37862885 0.38180558 0.38633936 0.38702701
 0.38949108 0.3929632  0.3939658  0.39555611 0.40137702 0.40132475
 0.40372939 0.40731632 0.40943464 0.41061393 0.41197533 0.41039645
 0.41136843 0.41365162 0.41499732 0.41584958 0.41672545 0.41659759
 0.41637482 0.41802135 0.41861293 0.41922173 0.4193681  0.41843681
 0.4191465  0.42049592 0.42190907 0.42345266 0.42402568 0.4259316
 0.42634946 0.4278869  0.42733136 0.42758661 0.4282193  0.42693439
 0.42687361 0.42648632 0.42714642 0.42909291 0.42951293 0.43057911
 0.43005614 0.42921401 0.4291249  0.42985179 0.43087405 0.43113486
 0.43164912 0.4324528  0.43266228 0.43194    0.43255139 0.43312032
 0.43278758 0.43351454 0.43285972 0.43297808 0.43264762 0.43316638
 0.43412085 0.43471911 0.43408408 0.43431804 0.43435606]",visual,idle
contrastive+VAE,64,"[0.         0.03771307 0.0509371  0.06048091 0.06929659 0.07986044
 0.08685527 0.09121889 0.10051634 0.10704676 0.11352001 0.11840739
 0.12410961 0.13011398 0.13403666 0.13897071 0.14376679 0.14669353
 0.14684114 0.15262306 0.1545024  0.16204977 0.16828042 0.17012239
 0.17353981 0.17779384 0.18238155 0.18842074 0.19277321 0.19550094
 0.20056089 0.20649444 0.20787093 0.21135956 0.21539809 0.21918239
 0.22094731 0.22166742 0.22097072 0.21942373 0.22301152 0.22401643
 0.22658084 0.22874474 0.23223498 0.23408989 0.23647222 0.23707334
 0.23853552 0.24058825 0.24414493 0.24705051 0.24748286 0.24878475
 0.25048777 0.24938157 0.25090567 0.24991568 0.25036898 0.25051963
 0.25202114 0.25200466 0.25312043 0.25376151 0.25121044 0.25280895
 0.25283052 0.25318148 0.25216432 0.25241428 0.25356555 0.25280839
 0.25318358 0.25555962 0.25565436 0.2548974  0.25664689 0.25784796
 0.25688728 0.25818161 0.25805931 0.25924037 0.26038766 0.26156509
 0.2604581  0.26049818 0.25944464 0.25864048 0.26149643 0.26246917
 0.26383329 0.26394377 0.26417783 0.26588934 0.26518774 0.266189
 0.26732864 0.26908488 0.26837718 0.27070863 0.27161347]","[0.         0.0942264  0.101176   0.10750834 0.11812632 0.12497935
 0.12856852 0.13917635 0.14797019 0.1552446  0.16065592 0.17210971
 0.17884491 0.18688592 0.19050813 0.19511819 0.20262866 0.20607879
 0.20795425 0.21242493 0.21349273 0.22233246 0.22798104 0.23324942
 0.23819264 0.24355528 0.2444545  0.24592454 0.25119353 0.25525535
 0.25699821 0.26080924 0.26496586 0.26845751 0.27280262 0.27484504
 0.27876882 0.28293283 0.28403656 0.28923492 0.29156498 0.29119602
 0.29477339 0.29773972 0.2995854  0.30120921 0.29920123 0.30528175
 0.30677644 0.31057416 0.3140704  0.31775191 0.32033743 0.32360492
 0.32597233 0.32899426 0.33189133 0.33484903 0.33930129 0.34333996
 0.34715016 0.3508038  0.3504928  0.35426682 0.35769867 0.35975478
 0.36185109 0.36259112 0.36678382 0.36852562 0.370007   0.37150685
 0.37221521 0.37257415 0.37439773 0.37688935 0.38016422 0.38275925
 0.38416351 0.38589721 0.39043396 0.39330271 0.39445736 0.39594492
 0.39839684 0.39906856 0.40163697 0.40374833 0.40628417 0.40621867
 0.40659505 0.41054859 0.41227244 0.41321926 0.41534142 0.41583237
 0.41777506 0.41926701 0.42119663 0.42307623 0.4238121 ]",auditory,idle
VAE,64,"[0.         0.01560009 0.0208862  0.03300677 0.04402966 0.05283749
 0.05700417 0.06400346 0.07597542 0.08354454 0.08679109 0.09072416
 0.09601759 0.10549899 0.11144306 0.11745258 0.12391889 0.12509494
 0.12934732 0.13503562 0.13886318 0.14247449 0.14512254 0.1504529
 0.15564318 0.16321196 0.16653632 0.17130109 0.17737724 0.17975476
 0.1828874  0.18748454 0.19100347 0.19483007 0.19861042 0.20016206
 0.20287156 0.2079614  0.211973   0.21632358 0.22139045 0.22319142
 0.22442605 0.22703386 0.22824844 0.23192521 0.23273589 0.2360976
 0.23878933 0.24073136 0.24230502 0.24438376 0.24744503 0.24908993
 0.25123018 0.25450047 0.25595296 0.25722887 0.25906508 0.26069156
 0.26198701 0.26315597 0.26418475 0.26470736 0.26495706 0.26464667
 0.26645014 0.26815927 0.26985985 0.27045578 0.27168381 0.27176853
 0.27228662 0.27218618 0.2726727  0.27299138 0.27452255 0.27552269
 0.27697796 0.27738284 0.27781176 0.27849424 0.27953413 0.27965509
 0.28030154 0.27989422 0.2799792  0.28149779 0.28199894 0.28266299
 0.28294781 0.28278218 0.28321925 0.28420277 0.28472035 0.28537752
 0.28573404 0.28735359 0.28788235 0.2884249  0.28958027]","[0.         0.06699336 0.08164182 0.08857433 0.10246498 0.1091655
 0.11698732 0.12590759 0.13258467 0.14508817 0.14937018 0.1523901
 0.15648817 0.15929717 0.15850341 0.16145496 0.1661111  0.16725484
 0.17279022 0.17480084 0.17902354 0.18208707 0.18290785 0.18413895
 0.18673091 0.18716592 0.19031775 0.19757427 0.19914276 0.20019854
 0.20249868 0.2046839  0.20703401 0.2084998  0.20999774 0.21188761
 0.21233698 0.21194771 0.21230028 0.21345079 0.21436527 0.21477453
 0.21606668 0.21760547 0.21788908 0.21896111 0.22095107 0.22200405
 0.22488003 0.22565814 0.22750342 0.22774868 0.22859135 0.2289305
 0.23176665 0.23053722 0.23085115 0.23281894 0.23297853 0.23432513
 0.23514976 0.23530568 0.23571759 0.23733687 0.23814584 0.23837845
 0.23997243 0.24210219 0.24300991 0.24430173 0.24454568 0.24526702
 0.24697392 0.24801761 0.24883469 0.24982342 0.24977596 0.24936042
 0.2499125  0.25022924 0.2514318  0.25194693 0.2524815  0.25297223
 0.2542276  0.25386535 0.25508022 0.25467938 0.25513918 0.25569943
 0.25763745 0.2582019  0.2589174  0.25815924 0.25767956 0.257355
 0.25713876 0.257059   0.25744703 0.2569799  0.25787427]",kinetic,idle
VAE,64,"[ 0.         -0.00689175 -0.00441778 -0.00042004  0.00339791  0.00550383
  0.00906862  0.01201976  0.01509472  0.01901048  0.02189209  0.02570762
  0.030304    0.03437891  0.03741082  0.04127897  0.04568134  0.04954533
  0.05289956  0.05508006  0.05897884  0.06213677  0.06558692  0.06801456
  0.07064364  0.07312011  0.07754667  0.07980652  0.08232522  0.08595959
  0.08885019  0.09207879  0.09549179  0.09844469  0.10211091  0.10507516
  0.10801786  0.11074412  0.11311803  0.11728573  0.12106244  0.12433332
  0.12732981  0.13067556  0.13454316  0.13767     0.1404956   0.14446547
  0.14738288  0.15006867  0.15291168  0.15594976  0.15889263  0.16115825
  0.16498635  0.16720487  0.16923946  0.17318144  0.17563984  0.17838437
  0.18182414  0.18542809  0.18792795  0.1909184   0.19438341  0.19725509
  0.19975977  0.20183157  0.20340982  0.20569993  0.20856916  0.21122609
  0.21387315  0.21659701  0.21916395  0.22122762  0.22288278  0.22511001
  0.22748171  0.22935386  0.23187984  0.2336084   0.2364808   0.23949548
  0.24140309  0.24432779  0.24657804  0.2489039   0.25108981  0.25333561
  0.25536717  0.25728866  0.25885628  0.26122241  0.26344676  0.26615289
  0.26899311  0.27116163  0.27317545  0.2746514   0.27679729]","[0.         0.10983045 0.11061206 0.11199102 0.11375781 0.11454217
 0.11698996 0.11755618 0.11723997 0.11854209 0.11894186 0.11986961
 0.12089959 0.12111271 0.12175766 0.12265301 0.12339362 0.123608
 0.12383287 0.12457706 0.12585595 0.12584444 0.12722934 0.12882697
 0.12948172 0.12935009 0.12915144 0.1301043  0.13199888 0.13273594
 0.13356062 0.13489592 0.13585852 0.13730675 0.137546   0.13798974
 0.13939728 0.13956301 0.1397824  0.14015298 0.14253499 0.14316409
 0.14394324 0.14418804 0.14447454 0.1453475  0.14627606 0.14679883
 0.14848662 0.14931971 0.15001555 0.14992264 0.15105247 0.15267248
 0.15350188 0.15283911 0.15329529 0.15411446 0.15510402 0.15585548
 0.15514236 0.15616978 0.15646121 0.15701738 0.15753715 0.15759728
 0.15757219 0.15823417 0.15943605 0.15960894 0.15965717 0.16033001
 0.16198858 0.16258276 0.16282675 0.16318469 0.16387782 0.16500683
 0.16532645 0.1660737  0.16662865 0.16759882 0.16777333 0.16775341
 0.16776146 0.16741038 0.16849601 0.16876321 0.16936981 0.1690941
 0.16929585 0.16814133 0.16915922 0.16962885 0.17015767 0.17069135
 0.17079014 0.17089426 0.17136941 0.17113652 0.17119119]",visual,idle
VAE,64,"[0.         0.0197851  0.0205195  0.02156239 0.02270592 0.02375573
 0.0246542  0.02574711 0.0267751  0.02797343 0.02916908 0.03016858
 0.03104299 0.03240415 0.03326158 0.03432147 0.03501657 0.03571
 0.03665589 0.03738765 0.03843461 0.03936906 0.04053596 0.04143333
 0.04230706 0.0433121  0.04454856 0.04558255 0.04661047 0.04781982
 0.04874755 0.04966455 0.05089689 0.05183373 0.05290528 0.05401477
 0.05488532 0.05596235 0.05732476 0.05862418 0.05951047 0.06031462
 0.06140027 0.06228428 0.0632914  0.06427844 0.06502823 0.06598183
 0.06688052 0.06780431 0.0687993  0.06961179 0.07058144 0.0715497
 0.07226954 0.07320057 0.07412364 0.07537755 0.07623184 0.0769838
 0.07763444 0.07823711 0.07917261 0.08020215 0.08113128 0.08189921
 0.08257891 0.08373034 0.0846761  0.08564304 0.0863924  0.08687718
 0.08780979 0.08860556 0.08924643 0.09037891 0.09148328 0.09246124
 0.09339773 0.09449084 0.09507588 0.09578395 0.09668684 0.09784493
 0.09859718 0.09931085 0.10038561 0.10102499 0.10161032 0.10228759
 0.1028538  0.10368544 0.10462776 0.10559908 0.10629277 0.10713289
 0.1078493  0.10816241 0.1088093  0.10983004 0.11060859]","[0.         0.07911179 0.07958587 0.07994772 0.08079093 0.0813397
 0.08165874 0.08252938 0.08347321 0.08434856 0.08531574 0.08559815
 0.08623991 0.08710325 0.08773711 0.08832594 0.08932195 0.08970988
 0.08986276 0.09004538 0.0911194  0.09177737 0.09205495 0.09300163
 0.09331217 0.09402538 0.09482838 0.09592308 0.0965017  0.09681047
 0.09689923 0.09767476 0.09882429 0.09946435 0.09997988 0.10096497
 0.10109383 0.10149657 0.10208444 0.10270661 0.10316848 0.10358526
 0.10466766 0.10497558 0.10566025 0.10664087 0.10714315 0.10776523
 0.10889702 0.10955482 0.1101795  0.11105476 0.11190095 0.11253942
 0.11282538 0.11360514 0.11424498 0.11487854 0.11562312 0.11612882
 0.11703223 0.11738463 0.11770054 0.11817201 0.11870903 0.11923063
 0.11998984 0.1203849  0.12112714 0.12214874 0.1226815  0.12282246
 0.12343498 0.12400937 0.12486862 0.12547669 0.12646205 0.12751363
 0.12764579 0.12860588 0.1289874  0.12926669 0.1302339  0.13091573
 0.13172062 0.13193594 0.13217688 0.13281747 0.13327067 0.1338032
 0.13438889 0.13474344 0.13517495 0.13549305 0.1360477  0.13608587
 0.13682102 0.13704906 0.13744224 0.13789746 0.13818951]",auditory,idle
random,64,"[0.         0.01772658 0.03024954 0.06235707 0.07456858 0.08834103
 0.09778605 0.11029322 0.11043434 0.11305289 0.11755007 0.11967248
 0.11965141 0.12499701 0.12827186 0.13166236 0.13431466 0.13886121
 0.1425719  0.14225529 0.14559136 0.149998   0.15475944 0.15687011
 0.15950688 0.1629443  0.16625361 0.17023641 0.17307333 0.1748182
 0.17484297 0.17588916 0.17434247 0.17364909 0.17367235 0.17393728
 0.17611421 0.17758462 0.17741381 0.17817476 0.17899591 0.17959642
 0.18019199 0.18150695 0.18181685 0.18161652 0.18349122 0.18453993
 0.1847402  0.18540778 0.18697104 0.18752341 0.186911   0.18727976
 0.1868746  0.18767548 0.18685066 0.18660292 0.18699274 0.18735774
 0.18741391 0.1894303  0.18875808 0.18927742 0.19153922 0.19240767
 0.19328635 0.19369007 0.19432189 0.19368431 0.19484617 0.19531039
 0.196596   0.19681688 0.1968999  0.19587412 0.19597376 0.19615577
 0.19661809 0.19793713 0.19788129 0.19823592 0.19749944 0.19808648
 0.19756534 0.19770679 0.19778645 0.1979697  0.19803202 0.1974379
 0.19743141 0.19813786 0.19791649 0.19850199 0.19854656 0.19929467
 0.19978221 0.20083164 0.2013593  0.20027556 0.19953587]","[0.         0.15223675 0.1878345  0.19070047 0.19735473 0.19833132
 0.1982711  0.20009043 0.19596199 0.19327865 0.19600246 0.19903834
 0.19648884 0.19824583 0.19685495 0.19762652 0.19665186 0.19848568
 0.19818925 0.19913689 0.19702564 0.19897722 0.1975091  0.19768869
 0.19684613 0.19914776 0.19873062 0.20060812 0.19889911 0.19807811
 0.19774562 0.19643617 0.19700803 0.19672098 0.19629857 0.1945735
 0.19528125 0.19477371 0.19416513 0.19173986 0.19338364 0.19181011
 0.19021781 0.1899827  0.19099517 0.19071594 0.18989484 0.18925269
 0.1892     0.18704301 0.18800511 0.18747656 0.18572192 0.18610439
 0.18640924 0.18525184 0.18469366 0.18447116 0.18482364 0.18583379
 0.18447996 0.18561515 0.18669568 0.18717234 0.18734365 0.18736503
 0.18903663 0.18934524 0.18871212 0.18920201 0.18932537 0.18814079
 0.18772908 0.18757772 0.18760148 0.18770074 0.18773676 0.18736417
 0.18766931 0.18767239 0.18725085 0.18720091 0.18751349 0.187129
 0.18669693 0.1877914  0.18807972 0.18747888 0.18732651 0.18811082
 0.18804318 0.18796204 0.18839926 0.18859531 0.18850339 0.18955313
 0.19006546 0.18988487 0.19106535 0.19084585 0.19087327]",kinetic,idle
